SimpleFieldSearchExample
searching for e
Connecting to 50.19.46.133:8194
Sending Request: fieldSearchRequest = {
    searchSpec = "e"
    returnFieldDocumentation = false
}

FIELD ID     MNEMONIC                            DESCRIPTION                             
BE164        BEST_NDEBT_4WK_PCT_CHG              BEst Net Debt 4 Week  % Change          
BE163        BEST_NDEBT_1WK_PCT_CHG              BEst Net Debt 1 Week  % Change          
BE162        BEST_CURR_3MO_PCT_CHG               BEst Current Profit 3 Month  % Change   
BE161        BEST_CURR_4WK_PCT_CHG               BEst Current Profit 4 Week  % Change    
BE160        BEST_CURR_1WK_PCT_CHG               BEst Current Profit 1 Week  % Change    
BE156        BEST_NAV_3MO_PCT_CHG                BEst NAV 3 Month  % Change              
BE155        BEST_NAV_4WK_PCT_CHG                BEst NAV 4 Week  % Change               
BE154        BEST_NAV_1WK_PCT_CHG                BEst NAV 1 Week  % Change               
BE147        BEST_CPS_3MO_PCT_CHG                BEst CPS 3 Month  % Change              
BE146        BEST_CPS_4WK_PCT_CHG                BEst CPS 4 Week  % Change               
BE145        BEST_CPS_1WK_PCT_CHG                BEst CPS 1 Week  % Change               
BE097        BEST_DPS_3MO_PCT_CHG                BEst DPS 3 Month  % Change              
BE095        BEST_DPS_1WK_PCT_CHG                BEst DPS 1 Week  % Change               
BE852        BEST_NAV_ACT_CHG                    BEst NAV Actual Change                  
BE851        BEST_NDEBT_ACT_PCT_CHG              BEst Net Debt Actual % Change           
BE849        BEST_ROA_ACT_PCT_CHG                BEst ROA Actual % Change                
BE848        BEST_ROA_ACT_CHG                    BEst ROA Actual Change                  
BE853        BEST_NAV_ACT_PCT_CHG                BEst NAV Actual % Change                
BE857        BEST_CURR_ACT_PCT_CHG               BEst Current Profit Actual % Change     
BE841        BEST_NET_INC_ACT_PCT_CHG            BEst Net Income Actual % Change         
BE839        BEST_PTP_ACT_PCT_CHG                BEst PTP Actual % Change                
BE838        BEST_PTP_ACT_CHG                    BEst PTP Actual Change                  
BE977        BEST_DCPU_ACT_CHG                   BEst DCPU Actual Change                 
BE837        BEST_OPP_ACT_PCT_CHG                BEst OPP Actual % Change                
BE836        BEST_OPP_ACT_CHG                    BEst OPP Actual Change                  
BE831        BEST_SALES_ACT_PCT_CHG              BEst Sales Actual % Change              
BE548        BEST_BPS_QOQ_GTH                    BEst BPS QoQ Gwth                       
BE828        BEST_BPS_ACT_CHG                    BEst BPS Actual Change                  
BE827        BEST_DPS_ACT_PCT_CHG                BEst DPS Actual % Change                
BE826        BEST_DPS_ACT_CHG                    BEst DPS Actual Change                  
BE825        BEST_CPS_ACT_PCT_CHG                BEst CPS Actual % Change                
BE824        BEST_CPS_ACT_CHG                    BEst CPS Actual Change                  
BE188        BEST_NET_MARKET_MARKET_4WK_PCT_C    BEst Net Income Market Convention 4 Week  % Change
BE187        BEST_NET_MARKET_MARKET_1WK_PCT_C    BEst Net Income Market Convention 1 Week  % Change
BE094        BEST_NET_6MO_PCT_CHG                BEst Net Income 6 Month  % Change       
BE093        BEST_NET_3MO_PCT_CHG                BEst Net Income 3 Month  % Change       
BE087        BEST_NET_1WK_PCT_CHG                BEst Net Income 1 Week  % Change        
BE086        BEST_OPP_3MO_PCT_CHG                BEst OPP 3 Month  % Change              
BE085        BEST_OPP_4WK_PCT_CHG                BEst OPP 4 Week  % Change               
BE084        BEST_OPP_1WK_PCT_CHG                BEst OPP 1 Week  % Change               
BE083        BEST_PTP_3MO_PCT_CHG                BEst PTP 3 Month  % Change              
BE082        BEST_PTP_4WK_PCT_CHG                BEst PTP 4 Week  % Change               
BE081        BEST_PTP_1WK_PCT_CHG                BEst PTP 1 Week  % Change               
BE074        BEST_SALES_6MO_PCT_CHG              BEst Sales 6 Month  % Change            
BE916        BEST_DCPU_CHG_PCT                   BEst DCPU % Change                      
BE072        BEST_SALES_2MO_PCT_CHG              BEst Sales 2 Month % Change             
BE070        BEST_SALES_1WK_PCT_CHG              BEst Sales 1 Week  % Change             
RN321        RTG_EGAN_MKT_IMP_FOR_SR_UNSEC_DT    Egan-Jones' Market Implied Foreign Sr Unsecured Dt
RN322        RTG_EGAN_MKT_IMP_FOR_SR_UNSEC_WT    Egan-Jones' Mkt Implied Foreign Sr Unsecured Watch
RN324        RTG_EGAN_MKT_IMP_LOC_SR_UNSEC_DT    Egan-Jones' Market Implied Local Sr Unsecured Date
RN325        RTG_EGAN_MKT_IMP_LOC_SR_UNSEC_WT    Egan-Jones' Mkt Implied Local Sr Unsecured Watch
LN239        SECURED_LEVERAGE_RATIO              Secured Leverage Ratio                  
BS845        BS_AVERAGE_TRADING_ASSETS           Average Trading Assets                  
RA912        RTG_WATCH_FIN_STRENGTH_PROFIT       Company Watch - Profit                  
IS872        IS_REVENUES_FROM_PUBLIC_DEBT        Revenues from Public Debt               
IS868        IS_REVENUES_FROM_PUBLIC_WORKS       Revenues from Public Works              
IS867        IS_REV_FROM_COMMERCE_AND_MANUF      Revenues from Commerce and Manufacturing
IS866        IS_REV_FROM_AGRIC_FISHERIES         Revenues from Agriculture and Fisheries 
RX442        FDIC_NET_INTEREST_MARGIN_BB         FDIC Net Interest Margin BB             
IS862        IS_REV_FROM_GEN_SVC_ADMN            Revenues from General Service Administration
IS861        IS_REVENUES_FROM_LCL_ASSEMBLIES     Revenues from Local Assemblies          
IS860        IS_MUNI_CHARGE_ON_MILITARY_BASES    Municipal Charge on Military Bases      
IS853        IS_OTHER_GOVT_SERVICE_REVENUE       Other Government Service Revenue        
IA285        MSCI_PAYOUT_RATIO                   MSCI Payout Ratio                       
PE106        PERSON_PENSION_VALUE                Pension Value Non-Qualified Deferred    
PE146        PERSON_DIR_COMP_PENSION_VAL         Director Comp - Chgs Pension Value/Nonqualified
FL057        ADJ_TOTAL_MARGIN_BID                Bid Adjusted Total Margin               
FL058        ADJ_TOTAL_MARGIN_MID                Mid Adjusted Total Margin               
CF289        CF_NET_CASH_DISCONTINUED_OPS_FIN    Net Cash From Discontinued Operations - Financing
FR471        FED_NONTRAD_SECS_AMOUNTS_NETTED     Fed Non-Trading Securities Amounts Netted
IA703        RUSSELL_QUALITY_RANK_A_AND_A-       Russell Quality Rank A and A-           
IA704        RUSSELL_QUALITY_RANK_A+             Russell Quality Rank A+                 
IA706        RUSSELL_QUALITY_RANK_C_AND_D        Russell Quality Rank C and D            
M4191        SS_RENTAL_REV_OFFICE_COMB_CONS      SS Rental Revenue Office Combined Consolidated
IA707        RUSSELL_QUALITY_RANK_NOT_RANKED     Russell Quality Rank Not Ranked         
IM074        IS_IMPACT_OF_CAT_%_COMB_RATIO       Impact of Catastrophes Percentage Combined Ratio
M4239        CLOSING_VALUE_OF_IN_FORCE_VIF       Closing Value of In Force Value of In Force
RX041        BOOK_VAL_PER_SH_MIN_PERIOD          Book Value Per Share - Minimum Period   
M4185        RENTAL_REV_RTL_STRIP_CTRS_UNCON     Rental Revenue Retail Strip Centers Unconsolidated
IA653        RUSSELL_PORT_PX_TO_BK_MEDIAN        Russell Portfolio Price to Book - Median
RP026        REPO_ADJ_TERM_MONEY                 REPO Adjusted Termination Money         
B5961        ARD_ROYALTY_INTEREST                ARD Royalty Interest                    
RR425        REV_TO_FIX_INC_SEC                  Revenue to Fixed Income Sec             
FY074        FED_GL_LIABS_FV                     Fed Gain/Loss Liabilities FV            
RX908        HOMEBUILDER_INT_COVERAGE            Homebuilder Interest Coverage           
SI902        CARD_MANAGED_PRE_TAX_INCOME         Card Managed Pre-tax Income             
FC439        FDIC_NET_INTEREST_MARGIN            FDIC Net Interest Margin                
B3896        ARD_FOREIGN_CURRENCY_CNVS_REV       ARD Foreign Currency Conversion Revenue 
B3897        ARD_DELINQUENCY_FEE_REV             ARD Delinquency Fee Revenue             
VM057        DDM_PAYOUT_GROWTH_YEARS_OVERRIDE    DDM Payout During Growth Years Override 
M4190        RENTAL_REV_OFFICE_COMBINED_CONS     Rental Revenue Office Combined Consolidated
FY072        FED_GL_ASSETS_FV                    Fed Gain/Loss Assets FV                 
S0497        ARDR_FIXED_CHARGE_COVERAGE_RATIO    ARD Ref Fixed Charge Coverage Ratio     
RR662        GEO_GROW_NET_PREM_GROWTH            Net Premium Growth - 5 Yr Geometric Growth
B1632        ARD_SECD_FIX_RT_DEBT_WAVG_MTY       ARD Sec Fixed Rate Debt Weighted Avg Maturity
B4197        ARD_ACQ_RTL_PURCH_PX_UNCONS         ARD Acq - Retail - Purchase Price - Unconsolidated
B1635        ARD_UNSEC_FIXED_RT_WAVG_MTY         ARD Unsecured Fixed Rate Debt Wavg Maturity
B4196        ARD_ACQ_RTL_PURCH_PX_CONS           ARD Acq - Retail - Purchase Price - Consolidated
FC793        FDIC_QTRLY_AVG_RESIDENTIAL_LOANS    FDIC Quarterly Average Residential Loans

B1518        ARD_APTS_NOT_STABL_TOT_NUM_UNITS    ARD Dvmnt Pptys Apts not Stabilized Total # Units
A7707        ARD_DEFAULT_COMP_RSRV_CASH_TRANS    ARD Default Compensation Rsrv For Cash Trans-Etc
A7708        ARD_DEFAULT_COMP_RSRV_FUT_TRAD      ARD Default Compensation Rsrv For Futures Trad Etc
RQ596        SES_END                             Session End                             
M4343        OPEX_PSF_PROP_OPS_M_T_PRO_PORT      OpEx PSF Prop Operations & Maint Tot Prop Port
RX352        CONS_CASM_EX_FUEL                   Cons Cost per Available Seat Mile (km) Ex-Fuel
SI242        MAINLINE_COST_PER_ASM_EX_FUEL       Mainline Cost per Available Seat Mile (km) Ex-Fuel
IN819        EX_US_DRUG_REVENUE_SUM              Ex-US Drug Revenue Sum                  
IN821        EX_US_NON_DRUG_REVENUE_SUM          Ex-US Non-Drug Revenue Sum              
RX350        MAINLINE_CASM_EX_FUEL               Mainline Cost per Available Seat Mile (km) Ex-Fuel
SI244        REGIONAL_COST_PER_ASM_EX_FUEL       Regional Cost per Available Seat Mile (km) Ex-Fuel
RX351        REGIONAL_CASM_EX_FUEL               Regional Cost per Available Seat Mile (km) Ex-Fuel
DV142        BDVD_PROJ_EX_DATES_AND_TREND        BDVD Projected Ex Dates and Trend       
IS293        G&A_COST                            Energy-General & Admin Cost             
FD285        PCT_DIRECT_INDIRECT_INV_SW          Swiss - EUSD % Of Direct/Indirect Investments
FD277        PCT_DIRECT_INDIRECT_INV             EUSD % Of Direct And Indirect Investments
FD276        PCT_DIRECT_INV                      EUSD % Of Direct Investments            
FD284        PCT_DIRECT_INV_SW                   Swiss - EUSD % Of Direct Investments    
S4988        ARDR_CRNCY_EFFECT_ON_SALES_GRWTH    ARDR Currency Effect on Sales Growth    
BE185        BEST_PTP_MARKET_4WK_PCT_CHG         BEst PTP Market Convention 4 Week  % Change
BE186        BEST_PTP_MARKET_3MO_PCT_CHG         BEst PTP Market Convention 3 Month  % Change
BE586        BEST_FFOPS_STDDEV                   BEst FFOPS Std Dev                      
BE189        BEST_NET_MARKET_MARKET_3MO_PCT_C    BEst Net Inc Market Convention 3 Month  % Change
BE184        BEST_PTP_MARKET_1WK_PCT_CHG         BEst PTP Market Convention 1 Week  % Change
R6752        ARDR_NUM_OF_PREF_SHARES_CLASS_E     ARD Ref Number Of Preferred Shares-Class E
FR298        FED_SOLD_PROT_SUB_INVT_1_5YRS       Fed Sold Protection Sub Investment Grade 1-5 Years
RX130        CASH_ST_INVESTMENTS_TO_TOT_ASSET    Cash & ST Investments to Total Assets   
FR299        FED_SOLD_PROT_SUB_INVT_OVER_5YRS    Fed Sold Protection Sub Investment Grade 5+ Years
BM025        AVERAGE_TOTAL_INVESTMENT_RATE       Average Total Investment Rate           
IN648        RESERVES_START_YEAR_SUM             Reserves Start Year Sum                 
FR300        FED_PURCH_PROT_INVT_1YR             Fed Purch Protection Investment Grade 1 Year
FR296        FED_SOLD_PROT_INVT_OVER_5YRS        Fed Sold Protection Investment Grade 5+ Years
B4426        ARD_ALUMINA_CAPACITY_UTILIZATION    As Reported Data Alumina Capacity Utilization
M4824        SHIPPING_VOLUME_TONS                Shipping Volume in Tons                 
FR294        FED_SOLD_PROT_INVT_1YR              Fed Sold Protection Investment Grade 1 Year
BM026        AVERAGE_CUSTOMER_ACCEPTANCE_RATE    Average Customer Acceptance Rate        
B5915        ARD_SHIPPING_VOLUME_TONS            ARD Shipping Volume in Tons             
FR297        FED_SOLD_PROT_SUB_INVT_1YR          Fed Sold Protection Sub Investment Grade 1 Year
FR295        FED_SOLD_PROT_INVT_1_5YRS           Fed Sold Protection Investment Grade 1-5 Years
IN636        OIL_GAS_PRODUCTION_SUM              Oil & Gas Production Sum                
FR304        FED_PURCH_PROT_SUB_INVT_1_5YRS      Fed Purch Protection Sub Investment Grade 1-5 Yrs
FR303        FED_PURCH_PROT_SUB_INVT_1YR         Fed Purch Protection Sub Investment Grade 1 Year
FR302        FED_PURCH_PROT_INVT_OVER_5YRS       Fed Purch Protection Investment Grade 5+ Years
FR765        FED_COMM_LOC_100%_RISK              Fed Commercial LOC 100% Risk            
FR764        FED_COMM_LOC_50%_RISK               Fed Commercial LOC 50% Risk             
FR763        FED_COMM_LOC_20%_RISK               Fed Commercial LOC 20% Risk             
FR305        FED_PURCH_PROT_SUB_INVT_OVER_5YR    Fed Purch Protection Sub Investment Grade 5+ Yrs
FR762        FED_COMM_LOC_0%_RISK                Fed Commercial LOC 0% Risk              
FR523        FED_SECURITIES_BORROWED             Fed Securities Borrowed                 
FR301        FED_PURCH_PROT_INVT_1_5YRS          Fed Purch Protection Investment Grade 1-5 Years
B4428        ARD_PRIM_ALUMINUM_CAPACITY_UTIL     ARD Primary Aluminum Capacity Utilization
CF062        CF_DEF_OF_FUND                      Definition of Funds                     
IN652        RESERVE_PURCHASES_SUM               Reserve Purchases Sum                   
IN650        IMPROVED_RECOVERY_SUM               Improved Recovery Sum                   
IN649        RESERVE_REVISIONS_SUM               Reserve Revisions Sum                   
ES319        CSR_SUSTAINABILITY_COMMITTEE        CSR/Sustainability Committee            
IN653        RESERVE_SALES_SUM                   Reserve Sales Sum                       
IN654        RESERVE_PRODUCTION_SUM              Reserve Production Sum                  
IA516        CONTAINER_SHIP_AVG_REV_MEDIAN       Container Shipping Average Revenue Median
IN655        RESERVES_OTHER_CHANGES_SUM          Reserves Other Changes Sum              
IN660        RESERVES_PER_SHARE_MEDIAN           Reserves per Share - Median             
ES106        CLIMATE_RISKS                       Risks of Climate Change Discussed       
IS958        IS_INT_INC_AVG_BAL_CENTRAL_BANKS    Interest Income Avg Balances with Central Banks
IN399        PX_ADJ_ADMISS_SAME_HOSP_MEDIAN      Price Adjustment Admissions Same Hospital - Median
IN392        PX_ADJ_ADMISS_GRWTH_CONT_OPS_MED    Price Adj Admissions Grwth Cont Ops - Median
PQ068        XTRAKTER_AVG_DAILY_VOLUME           XTRAKTER Average Daily Volume           
G7049        PG_FLEET_COMPOSITION_VALUE          Product/Geographic Fleet Composition Value
X2399        ACEA_NEW_PSNGR_CAR_REGISTRATIONS    ACEA New Passenger Car Registrations    
DY870        OPTION_TICKER_BY_MONEYNESS          Option Ticker by Level of Moneyness     
DY627        OPRA_CONSOL_DISPLAY_TKR_OVERRIDE    OPRA Consolidated Display Ticker Override
F0364        FED_OVERDUE_1-4_FAM_RES_LOANS       Fed Overdue 1-4 Family Residential Loans
DS744        PUT_EXPIRED                         Security Still Putable Indicator        
DZ087        FORECAST_STANDARD_DEVIATION         Standard Deviation of Forecasts of Economic Tkrs
A8386        ARD_AMORT_EXCESS_INV_BOOK_VAL       ARD Amort Of Excess Of Invest Over Book Val Of Sub
S3750        ARDR_NON_GAAP_DIL_WAVG_SHRS         ARD Ref Non-GAAP Diluted Weighted Average Shares
